FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,MONTH,DAY_OF_WEEK,HOUR,ROUTE
2022-07-22,UNITED AIR LINES INC.,United Air Lines Inc.: UA,UA,19977.0,459.0,DEN,"Denver, CO",MSP,"Minneapolis, MN",954.0,1900-01-01 10:00:00,6.0,20.0,1020.0,1247.0,5.0,1252.0,1252.0,0.0,0.0,Not Cancelled,0.0,118.0,112.0,87.0,680.0,0.0,0.0,0.0,0.0,0.0,7,4,10.0,DEN-MSP
2019-07-31,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,665.0,DAL,"Dallas, TX",OKC,"Oklahoma City, OK",1010.0,1900-01-01 12:37:00,147.0,15.0,1252.0,1328.0,3.0,1110.0,1331.0,141.0,0.0,Not Cancelled,0.0,60.0,54.0,36.0,181.0,141.0,0.0,0.0,0.0,0.0,7,2,12.0,DAL-OKC
2021-06-11,DELTA AIR LINES INC.,Delta Air Lines Inc.: DL,DL,19790.0,2820.0,ATL,"Atlanta, GA",BDL,"Hartford, CT",1850.0,1900-01-01 19:59:00,69.0,14.0,2013.0,2208.0,4.0,2112.0,2212.0,60.0,0.0,Not Cancelled,0.0,142.0,133.0,115.0,859.0,60.0,0.0,0.0,0.0,0.0,6,4,19.0,ATL-BDL
2021-08-05,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,430.0,MDW,"Chicago, IL",BNA,"Nashville, TN",820.0,1900-01-01 08:26:00,6.0,10.0,836.0,935.0,6.0,940.0,941.0,1.0,0.0,Not Cancelled,0.0,80.0,75.0,59.0,395.0,0.0,0.0,0.0,0.0,0.0,8,3,8.0,MDW-BNA
2022-05-01,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1011.0,BWI,"Baltimore, MD",BDL,"Hartford, CT",1735.0,1900-01-01 17:38:00,3.0,12.0,1750.0,1843.0,3.0,1840.0,1846.0,6.0,0.0,Not Cancelled,0.0,65.0,68.0,53.0,283.0,0.0,0.0,0.0,0.0,0.0,5,6,17.0,BWI-BDL
2019-01-27,SPIRIT AIR LINES,Spirit Air Lines: NK,NK,20416.0,262.0,FLL,"Fort Lauderdale, FL",ACY,"Atlantic City, NJ",1430.0,1900-01-01 14:43:00,13.0,28.0,1511.0,1706.0,5.0,1700.0,1711.0,11.0,0.0,Not Cancelled,0.0,150.0,148.0,115.0,977.0,0.0,0.0,0.0,0.0,0.0,1,6,14.0,FLL-ACY
2022-09-06,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,1754.0,DFW,"Dallas/Fort Worth, TX",PNS,"Pensacola, FL",830.0,1900-01-01 08:30:00,0.0,19.0,849.0,1016.0,4.0,1014.0,1020.0,6.0,0.0,Not Cancelled,0.0,104.0,110.0,87.0,604.0,0.0,0.0,0.0,0.0,0.0,9,1,8.0,DFW-PNS
2021-07-04,ALLEGIANT AIR,Allegiant Air: G4,G4,20368.0,46.0,LAS,"Las Vegas, NV",GEG,"Spokane, WA",625.0,1900-01-01 06:39:00,14.0,28.0,707.0,854.0,4.0,833.0,858.0,25.0,0.0,Not Cancelled,0.0,128.0,139.0,107.0,806.0,0.0,0.0,25.0,0.0,0.0,7,6,6.0,LAS-GEG
2023-04-15,REPUBLIC AIRLINE,Republic Airline: YX,YX,20452.0,3615.0,MSP,"Minneapolis, MN",EWR,"Newark, NJ",1325.0,1900-01-01 07:14:00,1069.0,55.0,809.0,1134.0,33.0,1723.0,1207.0,1124.0,0.0,Not Cancelled,0.0,178.0,233.0,145.0,1008.0,0.0,0.0,1124.0,0.0,0.0,4,5,7.0,MSP-EWR
2021-12-28,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5311.0,IAH,"Houston, TX",BOI,"Boise, ID",1805.0,1900-01-01 18:35:00,30.0,16.0,1851.0,2121.0,3.0,2110.0,2124.0,14.0,0.0,Not Cancelled,0.0,245.0,229.0,210.0,1482.0,0.0,0.0,0.0,0.0,0.0,12,1,18.0,IAH-BOI
2019-07-18,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,992.0,IND,"Indianapolis, IN",TPA,"Tampa, FL",2135.0,1900-01-01 22:54:00,79.0,6.0,2300.0,44.0,3.0,2350.0,47.0,57.0,0.0,Not Cancelled,0.0,135.0,113.0,104.0,837.0,57.0,0.0,0.0,0.0,0.0,7,3,22.0,IND-TPA
2023-01-16,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5762.0,DEN,"Denver, CO",SLC,"Salt Lake City, UT",1720.0,1900-01-01 17:25:00,5.0,23.0,1748.0,1902.0,7.0,1907.0,1909.0,2.0,0.0,Not Cancelled,0.0,107.0,104.0,74.0,391.0,0.0,0.0,0.0,0.0,0.0,1,0,17.0,DEN-SLC
2019-01-07,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,397.0,SAT,"San Antonio, TX",DAL,"Dallas, TX",1350.0,1900-01-01 14:01:00,11.0,6.0,1407.0,1452.0,3.0,1455.0,1455.0,0.0,0.0,Not Cancelled,0.0,65.0,54.0,45.0,248.0,0.0,0.0,0.0,0.0,0.0,1,0,14.0,SAT-DAL
2019-05-25,REPUBLIC AIRLINE,Republic Airline: YX,YX,20452.0,3604.0,MSY,"New Orleans, LA",EWR,"Newark, NJ",1330.0,1900-01-01 14:16:00,46.0,11.0,1427.0,1800.0,9.0,1740.0,1809.0,29.0,0.0,Not Cancelled,0.0,190.0,173.0,153.0,1167.0,0.0,0.0,13.0,0.0,16.0,5,5,14.0,MSY-EWR
2019-02-27,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,760.0,MDW,"Chicago, IL",MHT,"Manchester, NH",2120.0,1900-01-01 22:03:00,43.0,15.0,2218.0,52.0,4.0,25.0,56.0,31.0,0.0,Not Cancelled,0.0,125.0,113.0,94.0,838.0,31.0,0.0,0.0,0.0,0.0,2,2,22.0,MDW-MHT
2019-02-11,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1721.0,SFO,"San Francisco, CA",SAN,"San Diego, CA",1115.0,1900-01-01 12:26:00,71.0,19.0,1245.0,1348.0,16.0,1250.0,1404.0,74.0,0.0,Not Cancelled,0.0,95.0,98.0,63.0,447.0,71.0,0.0,3.0,0.0,0.0,2,0,12.0,SFO-SAN
2021-06-26,ALASKA AIRLINES INC.,Alaska Airlines Inc.: AS,AS,19930.0,1014.0,SEA,"Seattle, WA",ORD,"Chicago, IL",1033.0,1900-01-01 10:55:00,22.0,16.0,1111.0,1652.0,7.0,1642.0,1659.0,17.0,0.0,Not Cancelled,0.0,249.0,244.0,221.0,1721.0,0.0,0.0,0.0,0.0,17.0,6,5,10.0,SEA-ORD
2022-11-11,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,229.0,PHL,"Philadelphia, PA",SAN,"San Diego, CA",1830.0,1900-01-01 18:48:00,18.0,21.0,1909.0,2120.0,3.0,2123.0,2123.0,0.0,0.0,Not Cancelled,0.0,353.0,335.0,311.0,2370.0,0.0,0.0,0.0,0.0,0.0,11,4,18.0,PHL-SAN
2020-03-17,ENVOY AIR,Envoy Air: MQ,MQ,20398.0,3620.0,GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX",1606.0,1900-01-01 16:58:00,52.0,32.0,1730.0,1810.0,20.0,1705.0,1830.0,85.0,0.0,Not Cancelled,0.0,59.0,92.0,40.0,134.0,0.0,0.0,33.0,0.0,52.0,3,1,16.0,GRK-DFW
2022-07-31,ENVOY AIR,Envoy Air: MQ,MQ,20398.0,3831.0,DFW,"Dallas/Fort Worth, TX",SBP,"San Luis Obispo, CA",1908.0,1900-01-01 19:18:00,10.0,17.0,1935.0,2029.0,5.0,2033.0,2034.0,1.0,0.0,Not Cancelled,0.0,205.0,196.0,174.0,1360.0,0.0,0.0,0.0,0.0,0.0,7,6,19.0,DFW-SBP
2023-02-01,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1854.0,DEN,"Denver, CO",LAS,"Las Vegas, NV",1420.0,1900-01-01 14:44:00,24.0,10.0,1454.0,1517.0,8.0,1515.0,1525.0,10.0,0.0,Not Cancelled,0.0,115.0,101.0,83.0,628.0,0.0,0.0,0.0,0.0,0.0,2,2,14.0,DEN-LAS
2019-12-01,DELTA AIR LINES INC.,Delta Air Lines Inc.: DL,DL,19790.0,1950.0,MCO,"Orlando, FL",LGA,"New York, NY",800.0,1900-01-01 08:23:00,23.0,25.0,848.0,1048.0,7.0,1035.0,1055.0,20.0,0.0,Not Cancelled,0.0,155.0,152.0,120.0,950.0,20.0,0.0,0.0,0.0,0.0,12,6,8.0,MCO-LGA
2021-12-29,DELTA AIR LINES INC.,Delta Air Lines Inc.: DL,DL,19790.0,1277.0,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",1233.0,1900-01-01 13:05:00,32.0,13.0,1318.0,1548.0,10.0,1540.0,1558.0,18.0,0.0,Not Cancelled,0.0,127.0,113.0,90.0,731.0,0.0,0.0,0.0,0.0,18.0,12,2,13.0,DFW-ATL
2022-10-14,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,1640.0,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1841.0,1900-01-01 18:51:00,10.0,19.0,1910.0,2100.0,5.0,2105.0,2105.0,0.0,0.0,Not Cancelled,0.0,264.0,254.0,230.0,1744.0,0.0,0.0,0.0,0.0,0.0,10,4,18.0,ORD-LAX
2023-01-30,SPIRIT AIR LINES,Spirit Air Lines: NK,NK,20416.0,867.0,DFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",1640.0,1900-01-01 20:23:00,223.0,82.0,2145.0,2241.0,7.0,1808.0,2248.0,280.0,0.0,Not Cancelled,0.0,208.0,265.0,176.0,1235.0,0.0,8.0,57.0,0.0,215.0,1,0,20.0,DFW-LAX
2022-01-05,DELTA AIR LINES INC.,Delta Air Lines Inc.: DL,DL,19790.0,2273.0,MSP,"Minneapolis, MN",RDU,"Raleigh/Durham, NC",1940.0,1900-01-01 19:59:00,19.0,48.0,2047.0,2345.0,7.0,2322.0,2352.0,30.0,0.0,Not Cancelled,0.0,162.0,173.0,118.0,980.0,0.0,0.0,11.0,0.0,19.0,1,2,19.0,MSP-RDU
2022-07-09,JETBLUE AIRWAYS,JetBlue Airways: B6,B6,20409.0,1447.0,HPN,"White Plains, NY",TPA,"Tampa, FL",1730.0,1900-01-01 19:21:00,111.0,26.0,1947.0,2214.0,7.0,2031.0,2221.0,110.0,0.0,Not Cancelled,0.0,181.0,180.0,147.0,1032.0,110.0,0.0,0.0,0.0,0.0,7,5,19.0,HPN-TPA
2023-06-19,UNITED AIR LINES INC.,United Air Lines Inc.: UA,UA,19977.0,323.0,EWR,"Newark, NJ",ORD,"Chicago, IL",1304.0,1900-01-01 13:44:00,40.0,16.0,1400.0,1447.0,13.0,1438.0,1500.0,22.0,0.0,Not Cancelled,0.0,154.0,136.0,107.0,719.0,22.0,0.0,0.0,0.0,0.0,6,0,13.0,EWR-ORD
2023-06-28,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,2830.0,SFO,"San Francisco, CA",CLT,"Charlotte, NC",1320.0,1900-01-01 13:54:00,34.0,20.0,1414.0,2142.0,11.0,2124.0,2153.0,29.0,0.0,Not Cancelled,0.0,304.0,299.0,268.0,2296.0,1.0,0.0,0.0,0.0,28.0,6,2,13.0,SFO-CLT
2022-06-10,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,2960.0,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",1350.0,1900-01-01 14:13:00,23.0,12.0,1425.0,1516.0,4.0,1510.0,1520.0,10.0,0.0,Not Cancelled,0.0,80.0,67.0,51.0,370.0,0.0,0.0,0.0,0.0,0.0,6,4,14.0,PHX-LAX
2021-03-19,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5267.0,ASE,"Aspen, CO",LAX,"Los Angeles, CA",1645.0,1900-01-01 16:49:00,4.0,52.0,1741.0,1823.0,9.0,1804.0,1832.0,28.0,0.0,Not Cancelled,0.0,139.0,163.0,102.0,737.0,0.0,0.0,0.0,0.0,28.0,3,4,16.0,ASE-LAX
2019-07-23,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,496.0,MCO,"Orlando, FL",MDW,"Chicago, IL",1705.0,1900-01-01 17:37:00,32.0,30.0,1807.0,1923.0,2.0,1850.0,1925.0,35.0,0.0,Not Cancelled,0.0,165.0,168.0,136.0,990.0,10.0,0.0,3.0,0.0,22.0,7,1,17.0,MCO-MDW
2022-09-13,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,408.0,LGA,"New York, NY",ORD,"Chicago, IL",1030.0,1900-01-01 12:32:00,122.0,12.0,1244.0,1329.0,14.0,1208.0,1343.0,95.0,0.0,Not Cancelled,0.0,158.0,131.0,105.0,733.0,0.0,0.0,0.0,0.0,95.0,9,1,12.0,LGA-ORD
2022-10-27,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,4769.0,DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA",1336.0,1900-01-01 13:53:00,17.0,20.0,1413.0,1644.0,4.0,1639.0,1648.0,9.0,0.0,Not Cancelled,0.0,123.0,115.0,91.0,692.0,0.0,0.0,0.0,0.0,0.0,10,3,13.0,DEN-CID
2019-02-03,ALLEGIANT AIR,Allegiant Air: G4,G4,20368.0,741.0,TUS,"Tucson, AZ",BLI,"Bellingham, WA",1240.0,1900-01-01 12:55:00,15.0,19.0,1314.0,1524.0,6.0,1457.0,1530.0,33.0,0.0,Not Cancelled,0.0,197.0,215.0,190.0,1299.0,0.0,15.0,18.0,0.0,0.0,2,6,12.0,TUS-BLI
2021-11-19,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,3080.0,BNA,"Nashville, TN",MDW,"Chicago, IL",1850.0,1900-01-01 20:22:00,92.0,11.0,2033.0,2137.0,6.0,2025.0,2143.0,78.0,0.0,Not Cancelled,0.0,95.0,81.0,64.0,395.0,78.0,0.0,0.0,0.0,0.0,11,4,20.0,BNA-MDW
2020-02-23,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,833.0,DFW,"Dallas/Fort Worth, TX",EGE,"Eagle, CO",1435.0,1900-01-01 15:29:00,54.0,15.0,1544.0,1641.0,4.0,1601.0,1645.0,44.0,0.0,Not Cancelled,0.0,146.0,136.0,117.0,721.0,4.0,0.0,0.0,0.0,40.0,2,6,15.0,DFW-EGE
2019-04-18,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,32.0,IND,"Indianapolis, IN",DEN,"Denver, CO",1920.0,1900-01-01 20:20:00,60.0,7.0,2027.0,2038.0,6.0,2000.0,2044.0,44.0,0.0,Not Cancelled,0.0,160.0,144.0,131.0,977.0,10.0,0.0,0.0,0.0,34.0,4,3,20.0,IND-DEN
2021-12-22,UNITED AIR LINES INC.,United Air Lines Inc.: UA,UA,19977.0,310.0,EWR,"Newark, NJ",SFO,"San Francisco, CA",830.0,1900-01-01 09:11:00,41.0,33.0,944.0,1228.0,6.0,1155.0,1234.0,39.0,0.0,Not Cancelled,0.0,385.0,383.0,344.0,2565.0,38.0,0.0,0.0,0.0,1.0,12,2,9.0,EWR-SFO
2022-11-01,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5652.0,ORD,"Chicago, IL",AVL,"Asheville, NC",2003.0,1900-01-01 20:32:00,29.0,11.0,2043.0,2257.0,4.0,2301.0,2301.0,0.0,0.0,Not Cancelled,0.0,118.0,89.0,74.0,536.0,0.0,0.0,0.0,0.0,0.0,11,1,20.0,ORD-AVL
2023-08-17,UNITED AIR LINES INC.,United Air Lines Inc.: UA,UA,19977.0,573.0,SFO,"San Francisco, CA",SEA,"Seattle, WA",1035.0,1900-01-01 10:59:00,24.0,27.0,1126.0,1257.0,8.0,1254.0,1305.0,11.0,0.0,Not Cancelled,0.0,139.0,126.0,91.0,679.0,0.0,0.0,0.0,0.0,0.0,8,3,10.0,SFO-SEA
2023-03-13,JETBLUE AIRWAYS,JetBlue Airways: B6,B6,20409.0,2539.0,JFK,"New York, NY",BQN,"Aguadilla, PR",810.0,1900-01-01 08:56:00,46.0,26.0,922.0,1234.0,11.0,1207.0,1245.0,38.0,0.0,Not Cancelled,0.0,237.0,229.0,192.0,1576.0,3.0,0.0,0.0,0.0,35.0,3,0,8.0,JFK-BQN
2019-12-01,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,5063.0,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1620.0,1900-01-01 21:53:00,333.0,10.0,2203.0,9.0,6.0,1835.0,15.0,340.0,0.0,Not Cancelled,0.0,315.0,322.0,306.0,2026.0,0.0,0.0,7.0,0.0,333.0,12,6,21.0,RDU-LAS
2022-08-18,ENVOY AIR,Envoy Air: MQ,MQ,20398.0,3899.0,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1638.0,1900-01-01 16:40:00,2.0,24.0,1704.0,1848.0,6.0,1850.0,1854.0,4.0,0.0,Not Cancelled,0.0,132.0,134.0,104.0,700.0,0.0,0.0,0.0,0.0,0.0,8,3,16.0,RDU-MIA
2021-10-25,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,591.0,OAK,"Oakland, CA",PHX,"Phoenix, AZ",820.0,1900-01-01 08:41:00,21.0,9.0,850.0,1019.0,9.0,1015.0,1028.0,13.0,0.0,Not Cancelled,0.0,115.0,107.0,89.0,646.0,0.0,0.0,0.0,0.0,0.0,10,0,8.0,OAK-PHX
2019-04-07,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,6524.0,MSY,"New Orleans, LA",AUS,"Austin, TX",1540.0,1900-01-01 16:06:00,26.0,12.0,1618.0,1809.0,4.0,1710.0,1813.0,63.0,0.0,Not Cancelled,0.0,90.0,127.0,111.0,444.0,25.0,0.0,37.0,0.0,1.0,4,6,16.0,MSY-AUS
2020-02-26,REPUBLIC AIRLINE,Republic Airline: YX,YX,20452.0,6116.0,IND,"Indianapolis, IN",LGA,"New York, NY",1716.0,1900-01-01 17:23:00,7.0,43.0,1806.0,1937.0,6.0,1920.0,1943.0,23.0,0.0,Not Cancelled,0.0,124.0,140.0,91.0,660.0,0.0,2.0,16.0,0.0,5.0,2,2,17.0,IND-LGA
2022-04-23,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,3442.0,EUG,"Eugene, OR",LAS,"Las Vegas, NV",1210.0,1900-01-01 12:25:00,15.0,11.0,1236.0,1403.0,7.0,1410.0,1410.0,0.0,0.0,Not Cancelled,0.0,120.0,105.0,87.0,700.0,0.0,0.0,0.0,0.0,0.0,4,5,12.0,EUG-LAS
2021-01-02,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1099.0,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",1345.0,1900-01-01 14:27:00,42.0,14.0,1441.0,2003.0,2.0,1930.0,2005.0,35.0,0.0,Not Cancelled,0.0,225.0,218.0,202.0,1703.0,35.0,0.0,0.0,0.0,0.0,1,5,14.0,DEN-FLL
2019-09-14,ALASKA AIRLINES INC.,Alaska Airlines Inc.: AS,AS,19930.0,500.0,SEA,"Seattle, WA",IND,"Indianapolis, IN",1000.0,1900-01-01 10:31:00,31.0,31.0,1102.0,1727.0,4.0,1715.0,1731.0,16.0,0.0,Not Cancelled,0.0,255.0,240.0,205.0,1866.0,16.0,0.0,0.0,0.0,0.0,9,5,10.0,SEA-IND
2021-10-21,UNITED AIR LINES INC.,United Air Lines Inc.: UA,UA,19977.0,1491.0,PDX,"Portland, OR",SFO,"San Francisco, CA",1015.0,1900-01-01 11:47:00,92.0,10.0,1157.0,1336.0,6.0,1206.0,1342.0,96.0,0.0,Not Cancelled,0.0,111.0,115.0,99.0,550.0,0.0,0.0,96.0,0.0,0.0,10,3,11.0,PDX-SFO
2023-07-03,SPIRIT AIR LINES,Spirit Air Lines: NK,NK,20416.0,356.0,MCO,"Orlando, FL",IAH,"Houston, TX",1702.0,1900-01-01 17:48:00,46.0,13.0,1801.0,1857.0,11.0,1830.0,1908.0,38.0,0.0,Not Cancelled,0.0,148.0,140.0,116.0,854.0,38.0,0.0,0.0,0.0,0.0,7,0,17.0,MCO-IAH
2019-09-21,PSA AIRLINES INC.,PSA Airlines Inc.: OH,OH,20397.0,5473.0,BUF,"Buffalo, NY",DCA,"Washington, DC",1538.0,1900-01-01 15:58:00,20.0,18.0,1616.0,1706.0,6.0,1700.0,1712.0,12.0,0.0,Not Cancelled,0.0,82.0,74.0,50.0,296.0,0.0,0.0,0.0,0.0,0.0,9,5,15.0,BUF-DCA
2022-12-04,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1227.0,SMF,"Sacramento, CA",DEN,"Denver, CO",2120.0,1900-01-01 21:49:00,29.0,8.0,2157.0,41.0,5.0,40.0,46.0,6.0,0.0,Not Cancelled,0.0,140.0,117.0,104.0,909.0,0.0,0.0,0.0,0.0,0.0,12,6,21.0,SMF-DEN
2019-06-22,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,3873.0,SLC,"Salt Lake City, UT",HLN,"Helena, MT",1100.0,1900-01-01 11:08:00,8.0,18.0,1126.0,1236.0,2.0,1237.0,1238.0,1.0,0.0,Not Cancelled,0.0,97.0,90.0,70.0,402.0,0.0,0.0,0.0,0.0,0.0,6,5,11.0,SLC-HLN
2022-05-18,DELTA AIR LINES INC.,Delta Air Lines Inc.: DL,DL,19790.0,1615.0,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",825.0,1900-01-01 09:02:00,37.0,20.0,922.0,1019.0,6.0,955.0,1025.0,30.0,0.0,Not Cancelled,0.0,90.0,83.0,57.0,356.0,30.0,0.0,0.0,0.0,0.0,5,2,9.0,RDU-ATL
2021-10-28,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5467.0,IAH,"Houston, TX",TUS,"Tucson, AZ",2000.0,1900-01-01 20:11:00,11.0,25.0,2036.0,2049.0,5.0,2040.0,2054.0,14.0,0.0,Not Cancelled,0.0,160.0,163.0,133.0,936.0,0.0,0.0,0.0,0.0,0.0,10,3,20.0,IAH-TUS
2022-06-22,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1939.0,RNO,"Reno, NV",LGB,"Long Beach, CA",1740.0,1900-01-01 18:18:00,38.0,10.0,1828.0,1939.0,3.0,1905.0,1942.0,37.0,0.0,Not Cancelled,0.0,85.0,84.0,71.0,402.0,3.0,0.0,0.0,0.0,34.0,6,2,18.0,RNO-LGB
2022-08-10,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1308.0,MCI,"Kansas City, MO",ATL,"Atlanta, GA",1810.0,1900-01-01 18:25:00,15.0,7.0,1832.0,2125.0,11.0,2110.0,2136.0,26.0,0.0,Not Cancelled,0.0,120.0,131.0,113.0,692.0,12.0,0.0,11.0,0.0,3.0,8,2,18.0,MCI-ATL
2019-09-27,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,285.0,LAX,"Los Angeles, CA",LIH,"Lihue, HI",1735.0,1900-01-01 19:03:00,88.0,14.0,1917.0,2126.0,5.0,2024.0,2131.0,67.0,0.0,Not Cancelled,0.0,349.0,328.0,309.0,2615.0,0.0,0.0,0.0,0.0,67.0,9,4,19.0,LAX-LIH
2021-06-03,SKYWEST AIRLINES INC.,SkyWest Airlines Inc.: OO,OO,20304.0,5141.0,DEN,"Denver, CO",SGU,"St. George, UT",1612.0,1900-01-01 17:56:00,104.0,23.0,1819.0,1934.0,4.0,1748.0,1938.0,110.0,0.0,Not Cancelled,0.0,96.0,102.0,75.0,517.0,110.0,0.0,0.0,0.0,0.0,6,3,17.0,DEN-SGU
2023-03-09,AMERICAN AIRLINES INC.,American Airlines Inc.: AA,AA,19805.0,2629.0,MIA,"Miami, FL",AUS,"Austin, TX",1840.0,1900-01-01 19:16:00,36.0,13.0,1929.0,2117.0,5.0,2054.0,2122.0,28.0,0.0,Not Cancelled,0.0,194.0,186.0,168.0,1103.0,24.0,0.0,0.0,0.0,4.0,3,3,19.0,MIA-AUS
2021-11-14,PSA AIRLINES INC.,PSA Airlines Inc.: OH,OH,20397.0,5314.0,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1437.0,1900-01-01 15:15:00,38.0,14.0,1529.0,1612.0,8.0,1559.0,1620.0,21.0,0.0,Not Cancelled,0.0,82.0,65.0,43.0,221.0,1.0,0.0,0.0,0.0,20.0,11,6,15.0,CRW-CLT
2022-10-22,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,1921.0,LGB,"Long Beach, CA",SMF,"Sacramento, CA",1840.0,1900-01-01 19:03:00,23.0,9.0,1912.0,2018.0,4.0,2000.0,2022.0,22.0,0.0,Not Cancelled,0.0,80.0,79.0,66.0,387.0,7.0,0.0,0.0,0.0,15.0,10,5,19.0,LGB-SMF
2019-07-31,SOUTHWEST AIRLINES CO.,Southwest Airlines Co.: WN,WN,19393.0,936.0,TPA,"Tampa, FL",BWI,"Baltimore, MD",2220.0,1900-01-01 22:49:00,29.0,8.0,2257.0,44.0,4.0,30.0,48.0,18.0,0.0,Not Cancelled,0.0,130.0,119.0,107.0,842.0,0.0,0.0,0.0,0.0,18.0,7,2,22.0,TPA-BWI
2023-01-17,JETBLUE AIRWAYS,JetBlue Airways: B6,B6,20409.0,781.0,BOS,"Boston, MA",RIC,"Richmond, VA",1404.0,1900-01-01 14:04:00,0.0,16.0,1420.0,1547.0,6.0,1552.0,1553.0,1.0,0.0,Not Cancelled,0.0,108.0,109.0,87.0,474.0,0.0,0.0,0.0,0.0,0.0,1,1,14.0,BOS-RIC
2022-11-05,SPIRIT AIR LINES,Spirit Air Lines: NK,NK,20416.0,3925.0,MIA,"Miami, FL",LGA,"New York, NY",1202.0,1900-01-01 12:11:00,9.0,14.0,1225.0,1456.0,3.0,1459.0,1459.0,0.0,0.0,Not Cancelled,0.0,177.0,168.0,151.0,1096.0,0.0,0.0,0.0,0.0,0.0,11,5,12.0,MIA-LGA
2021-10-14,ALASKA AIRLINES INC.,Alaska Airlines Inc.: AS,AS,19930.0,61.0,YAK,"Yakutat, AK",CDV,"Cordova, AK",1216.0,1900-01-01 12:18:00,2.0,17.0,1235.0,1310.0,4.0,1305.0,1314.0,9.0,0.0,Not Cancelled,0.0,49.0,56.0,35.0,213.0,0.0,0.0,0.0,0.0,0.0,10,3,12.0,YAK-CDV
